Time (s),Volt (V)
4.62E-06,9.75E-02
4.62E-06,9.80E-02
4.63E-06,1.00E-01
4.63E-06,9.65E-02
4.63E-06,9.65E-02
4.63E-06,9.80E-02
4.63E-06,9.85E-02
4.63E-06,9.80E-02
4.63E-06,9.75E-02
4.63E-06,9.80E-02
4.63E-06,9.85E-02
4.63E-06,9.85E-02
4.64E-06,9.65E-02
4.64E-06,9.95E-02
4.64E-06,9.85E-02
4.64E-06,9.85E-02
4.64E-06,9.90E-02
4.64E-06,9.85E-02
4.64E-06,9.65E-02
4.64E-06,9.75E-02
4.64E-06,9.70E-02
4.64E-06,9.45E-02
4.65E-06,9.45E-02
4.65E-06,9.50E-02
4.65E-06,9.50E-02
4.65E-06,9.95E-02
4.65E-06,1.01E-01
4.65E-06,9.85E-02
4.65E-06,9.70E-02
4.65E-06,9.95E-02
4.65E-06,1.01E-01
4.65E-06,9.65E-02
4.66E-06,9.50E-02
4.66E-06,9.65E-02
4.66E-06,9.65E-02
4.66E-06,9.45E-02
4.66E-06,9.30E-02
4.66E-06,9.60E-02
4.66E-06,9.70E-02
4.66E-06,9.65E-02
4.66E-06,9.70E-02
4.66E-06,9.85E-02
4.67E-06,9.80E-02
4.67E-06,9.95E-02
4.67E-06,9.85E-02
4.67E-06,9.80E-02
4.67E-06,9.70E-02
4.67E-06,9.70E-02
4.67E-06,9.70E-02
4.67E-06,9.65E-02
4.67E-06,9.80E-02
4.67E-06,9.85E-02
4.68E-06,9.65E-02
4.68E-06,9.60E-02
4.68E-06,9.45E-02
4.68E-06,9.50E-02
4.68E-06,9.70E-02
4.68E-06,9.50E-02
4.68E-06,9.45E-02
4.68E-06,9.80E-02
4.68E-06,9.85E-02
4.68E-06,9.80E-02
4.69E-06,9.70E-02
4.69E-06,9.85E-02
4.69E-06,9.85E-02
4.69E-06,9.80E-02
4.69E-06,9.85E-02
4.69E-06,9.85E-02
4.69E-06,1.00E-01
4.69E-06,1.00E-01
4.69E-06,1.01E-01
4.69E-06,1.01E-01
4.70E-06,9.90E-02
4.70E-06,1.00E-01
4.70E-06,9.85E-02
4.70E-06,1.00E-01
4.70E-06,9.70E-02
4.70E-06,9.65E-02
4.70E-06,9.60E-02
4.70E-06,9.85E-02
4.70E-06,9.85E-02
4.70E-06,9.85E-02
4.71E-06,1.00E-01
4.71E-06,1.00E-01
4.71E-06,9.90E-02
4.71E-06,9.85E-02
4.71E-06,9.50E-02
4.71E-06,9.50E-02
4.71E-06,9.65E-02
4.71E-06,9.80E-02
4.71E-06,9.50E-02
4.71E-06,9.45E-02
4.72E-06,9.65E-02
4.72E-06,1.00E-01
4.72E-06,9.70E-02
4.72E-06,9.85E-02
4.72E-06,9.55E-02
4.72E-06,9.60E-02
4.72E-06,9.80E-02
4.72E-06,9.80E-02
4.72E-06,9.65E-02
4.72E-06,9.80E-02
4.73E-06,9.55E-02
4.73E-06,9.65E-02
4.73E-06,9.70E-02
4.73E-06,9.95E-02
4.73E-06,1.00E-01
4.73E-06,1.01E-01
4.73E-06,9.85E-02
4.73E-06,9.65E-02
4.73E-06,9.60E-02
4.73E-06,9.65E-02
4.74E-06,9.85E-02
4.74E-06,9.85E-02
4.74E-06,9.80E-02
4.74E-06,9.80E-02
4.74E-06,1.01E-01
4.74E-06,9.65E-02
4.74E-06,9.50E-02
4.74E-06,9.50E-02
4.74E-06,9.50E-02
4.74E-06,9.80E-02
4.75E-06,9.80E-02
4.75E-06,1.00E-01
4.75E-06,9.85E-02
4.75E-06,9.65E-02
4.75E-06,9.65E-02
4.75E-06,9.65E-02
4.75E-06,9.70E-02
4.75E-06,9.65E-02
4.75E-06,1.00E-01
4.75E-06,9.85E-02
4.76E-06,9.85E-02
4.76E-06,9.80E-02
4.76E-06,9.80E-02
4.76E-06,1.00E-01
4.76E-06,9.75E-02
4.76E-06,9.85E-02
4.76E-06,1.00E-01
4.76E-06,9.85E-02
4.76E-06,9.70E-02
4.76E-06,9.80E-02
4.77E-06,9.65E-02
4.77E-06,9.65E-02
4.77E-06,9.55E-02
4.77E-06,9.80E-02
4.77E-06,9.65E-02
4.77E-06,9.75E-02
4.77E-06,9.85E-02
4.77E-06,9.85E-02
4.77E-06,9.65E-02
4.77E-06,9.85E-02
4.78E-06,9.55E-02
4.78E-06,9.45E-02
4.78E-06,9.55E-02
4.78E-06,9.80E-02
4.78E-06,9.85E-02
4.78E-06,9.65E-02
4.78E-06,9.45E-02
4.78E-06,9.50E-02
4.78E-06,9.70E-02
4.78E-06,9.70E-02
4.79E-06,9.50E-02
4.79E-06,9.75E-02
4.79E-06,9.70E-02
4.79E-06,9.55E-02
4.79E-06,9.60E-02
4.79E-06,9.85E-02
4.79E-06,9.50E-02
4.79E-06,9.60E-02
4.79E-06,9.70E-02
4.79E-06,9.50E-02
4.80E-06,9.45E-02
4.80E-06,9.55E-02
4.80E-06,9.50E-02
4.80E-06,9.30E-02
4.80E-06,9.25E-02
4.80E-06,9.80E-02
4.80E-06,1.01E-01
4.80E-06,9.85E-02
4.80E-06,9.50E-02
4.80E-06,9.60E-02
4.81E-06,9.65E-02
4.81E-06,9.70E-02
4.81E-06,9.55E-02
4.81E-06,9.45E-02
4.81E-06,9.45E-02
4.81E-06,9.55E-02
4.81E-06,9.70E-02
4.81E-06,9.80E-02
4.81E-06,9.85E-02
4.81E-06,9.90E-02
4.82E-06,9.70E-02
4.82E-06,9.80E-02
4.82E-06,9.85E-02
4.82E-06,9.65E-02
4.82E-06,9.65E-02
4.82E-06,9.80E-02
4.82E-06,9.65E-02
4.82E-06,9.80E-02
4.82E-06,9.70E-02
4.82E-06,9.50E-02
4.83E-06,9.45E-02
4.83E-06,9.75E-02
4.83E-06,1.01E-01
4.83E-06,9.85E-02
4.83E-06,9.65E-02
4.83E-06,9.85E-02
4.83E-06,9.70E-02
4.83E-06,9.45E-02
4.83E-06,9.60E-02
4.83E-06,9.75E-02
4.84E-06,9.65E-02
4.84E-06,9.85E-02
4.84E-06,9.70E-02
4.84E-06,9.50E-02
4.84E-06,9.50E-02
4.84E-06,9.50E-02
4.84E-06,9.65E-02
4.84E-06,9.45E-02
4.84E-06,9.85E-02
4.84E-06,9.65E-02
4.85E-06,9.45E-02
4.85E-06,9.65E-02
4.85E-06,9.55E-02
4.85E-06,9.30E-02
4.85E-06,9.40E-02
4.85E-06,9.60E-02
4.85E-06,9.65E-02
4.85E-06,9.45E-02
4.85E-06,9.45E-02
4.85E-06,9.80E-02
4.86E-06,9.70E-02
4.86E-06,9.95E-02
4.86E-06,9.90E-02
4.86E-06,9.65E-02
4.86E-06,9.70E-02
4.86E-06,9.80E-02
4.86E-06,9.65E-02
4.86E-06,9.45E-02
4.86E-06,9.70E-02
4.86E-06,9.85E-02
4.87E-06,9.85E-02
4.87E-06,1.00E-01
4.87E-06,9.70E-02
4.87E-06,9.65E-02
4.87E-06,9.70E-02
4.87E-06,9.85E-02
4.87E-06,9.70E-02
4.87E-06,1.00E-01
4.87E-06,9.70E-02
4.87E-06,9.45E-02
4.88E-06,9.65E-02
4.88E-06,9.95E-02
4.88E-06,9.70E-02
4.88E-06,9.65E-02
4.88E-06,9.50E-02
4.88E-06,9.65E-02
4.88E-06,9.85E-02
4.88E-06,9.65E-02
4.88E-06,9.70E-02
4.88E-06,9.80E-02
4.89E-06,9.85E-02
4.89E-06,9.65E-02
4.89E-06,9.50E-02
4.89E-06,9.60E-02
4.89E-06,9.95E-02
4.89E-06,9.85E-02
4.89E-06,9.65E-02
4.89E-06,9.55E-02
4.89E-06,9.65E-02
4.89E-06,9.80E-02
4.90E-06,9.70E-02
4.90E-06,9.85E-02
4.90E-06,9.65E-02
4.90E-06,9.80E-02
4.90E-06,9.50E-02
4.90E-06,9.60E-02
4.90E-06,9.60E-02
4.90E-06,9.80E-02
4.90E-06,9.90E-02
4.90E-06,1.01E-01
4.91E-06,9.75E-02
4.91E-06,9.65E-02
4.91E-06,9.65E-02
4.91E-06,9.80E-02
4.91E-06,9.75E-02
4.91E-06,9.70E-02
4.91E-06,9.50E-02
4.91E-06,9.60E-02
4.91E-06,9.70E-02
4.91E-06,9.80E-02
4.92E-06,9.65E-02
4.92E-06,9.80E-02
4.92E-06,9.65E-02
4.92E-06,9.80E-02
4.92E-06,9.70E-02
4.92E-06,9.80E-02
4.92E-06,9.80E-02
4.92E-06,9.65E-02
4.92E-06,9.15E-02
4.92E-06,9.40E-02
4.93E-06,9.60E-02
4.93E-06,9.65E-02
4.93E-06,9.50E-02
4.93E-06,9.25E-02
4.93E-06,9.50E-02
4.93E-06,9.25E-02
4.93E-06,9.65E-02
4.93E-06,9.40E-02
4.93E-06,9.15E-02
4.93E-06,9.10E-02
4.94E-06,8.94E-02
4.94E-06,8.84E-02
4.94E-06,9.05E-02
4.94E-06,9.05E-02
4.94E-06,9.20E-02
4.94E-06,8.99E-02
4.94E-06,8.84E-02
4.94E-06,8.69E-02
4.94E-06,8.69E-02
4.94E-06,8.44E-02
4.95E-06,8.64E-02
4.95E-06,8.44E-02
4.95E-06,8.44E-02
4.95E-06,8.39E-02
4.95E-06,8.09E-02
4.95E-06,8.04E-02
4.95E-06,7.89E-02
4.95E-06,7.84E-02
4.95E-06,7.84E-02
4.95E-06,7.79E-02
4.96E-06,7.84E-02
4.96E-06,7.59E-02
4.96E-06,7.44E-02
4.96E-06,7.29E-02
4.96E-06,7.29E-02
4.96E-06,6.88E-02
4.96E-06,6.83E-02
4.96E-06,6.78E-02
4.96E-06,6.73E-02
4.96E-06,6.28E-02
4.97E-06,6.03E-02
4.97E-06,5.88E-02
4.97E-06,5.68E-02
4.97E-06,5.48E-02
4.97E-06,5.28E-02
4.97E-06,5.38E-02
4.97E-06,5.43E-02
4.97E-06,5.58E-02
4.97E-06,5.13E-02
4.97E-06,4.67E-02
4.98E-06,4.47E-02
4.98E-06,4.37E-02
4.98E-06,4.02E-02
4.98E-06,3.62E-02
4.98E-06,3.97E-02
4.98E-06,3.82E-02
4.98E-06,3.47E-02
4.98E-06,3.07E-02
4.98E-06,2.81E-02
4.98E-06,2.81E-02
4.99E-06,2.66E-02
4.99E-06,2.41E-02
4.99E-06,2.01E-02
4.99E-06,1.66E-02
4.99E-06,1.41E-02
4.99E-06,8.54E-03
4.99E-06,8.54E-03
4.99E-06,6.53E-03
4.99E-06,5.03E-03
4.99E-06,5.53E-03
5.00E-06,5.03E-04
5.00E-06,-1.51E-03
5.00E-06,-4.02E-03
5.00E-06,-6.03E-03
5.00E-06,-9.55E-03
5.00E-06,-1.01E-02
5.00E-06,-1.16E-02
5.00E-06,-1.56E-02
5.00E-06,-2.11E-02
5.00E-06,-2.61E-02
5.01E-06,-2.41E-02
5.01E-06,-2.36E-02
5.01E-06,-2.91E-02
5.01E-06,-3.37E-02
5.01E-06,-3.37E-02
5.01E-06,-3.47E-02
5.01E-06,-3.82E-02
5.01E-06,-4.22E-02
5.01E-06,-4.57E-02
5.01E-06,-4.77E-02
5.02E-06,-4.97E-02
5.02E-06,-4.87E-02
5.02E-06,-5.38E-02
5.02E-06,-5.63E-02
5.02E-06,-5.98E-02
5.02E-06,-6.38E-02
5.02E-06,-6.48E-02
5.02E-06,-6.78E-02
5.02E-06,-7.14E-02
5.02E-06,-7.04E-02
5.03E-06,-7.34E-02
5.03E-06,-7.74E-02
5.03E-06,-7.79E-02
5.03E-06,-8.04E-02
5.03E-06,-8.19E-02
5.03E-06,-8.59E-02
5.03E-06,-8.79E-02
5.03E-06,-8.99E-02
5.03E-06,-9.20E-02
5.03E-06,-9.10E-02
5.04E-06,-9.40E-02
5.04E-06,-9.80E-02
5.04E-06,-9.90E-02
5.04E-06,-1.00E-01
5.04E-06,-1.00E-01
5.04E-06,-1.02E-01
5.04E-06,-1.05E-01
5.04E-06,-1.07E-01
5.04E-06,-1.07E-01
5.04E-06,-1.12E-01
5.05E-06,-1.13E-01
5.05E-06,-1.13E-01
5.05E-06,-1.18E-01
5.05E-06,-1.22E-01
5.05E-06,-1.20E-01
5.05E-06,-1.19E-01
5.05E-06,-1.18E-01
5.05E-06,-1.19E-01
5.05E-06,-1.20E-01
5.05E-06,-1.25E-01
5.06E-06,-1.28E-01
5.06E-06,-1.29E-01
5.06E-06,-1.29E-01
5.06E-06,-1.31E-01
5.06E-06,-1.31E-01
5.06E-06,-1.31E-01
5.06E-06,-1.32E-01
5.06E-06,-1.34E-01
5.06E-06,-1.35E-01
5.06E-06,-1.33E-01
5.07E-06,-1.36E-01
5.07E-06,-1.35E-01
5.07E-06,-1.36E-01
5.07E-06,-1.39E-01
5.07E-06,-1.39E-01
5.07E-06,-1.36E-01
5.07E-06,-1.36E-01
5.07E-06,-1.40E-01
5.07E-06,-1.41E-01
5.07E-06,-1.39E-01
5.08E-06,-1.39E-01
5.08E-06,-1.37E-01
5.08E-06,-1.38E-01
5.08E-06,-1.41E-01
5.08E-06,-1.42E-01
5.08E-06,-1.39E-01
5.08E-06,-1.41E-01
5.08E-06,-1.41E-01
5.08E-06,-1.39E-01
5.08E-06,-1.41E-01
5.09E-06,-1.41E-01
5.09E-06,-1.41E-01
5.09E-06,-1.41E-01
5.09E-06,-1.43E-01
5.09E-06,-1.41E-01
5.09E-06,-1.40E-01
5.09E-06,-1.44E-01
5.09E-06,-1.43E-01
5.09E-06,-1.39E-01
5.09E-06,-1.37E-01
5.10E-06,-1.36E-01
5.10E-06,-1.37E-01
5.10E-06,-1.37E-01
5.10E-06,-1.35E-01
5.10E-06,-1.36E-01
5.10E-06,-1.35E-01
5.10E-06,-1.37E-01
5.10E-06,-1.35E-01
5.10E-06,-1.34E-01
5.10E-06,-1.35E-01
5.11E-06,-1.33E-01
5.11E-06,-1.31E-01
5.11E-06,-1.32E-01
5.11E-06,-1.31E-01
5.11E-06,-1.34E-01
5.11E-06,-1.33E-01
5.11E-06,-1.31E-01
5.11E-06,-1.30E-01
5.11E-06,-1.29E-01
5.11E-06,-1.29E-01
5.12E-06,-1.28E-01
5.12E-06,-1.27E-01
5.12E-06,-1.25E-01
5.12E-06,-1.25E-01
5.12E-06,-1.23E-01
5.12E-06,-1.23E-01
5.12E-06,-1.23E-01
5.12E-06,-1.23E-01
5.12E-06,-1.23E-01
5.12E-06,-1.21E-01
5.13E-06,-1.22E-01
5.13E-06,-1.23E-01
5.13E-06,-1.22E-01
5.13E-06,-1.21E-01
5.13E-06,-1.18E-01
5.13E-06,-1.20E-01
5.13E-06,-1.21E-01
5.13E-06,-1.18E-01
5.13E-06,-1.17E-01
5.13E-06,-1.17E-01
5.14E-06,-1.15E-01
5.14E-06,-1.14E-01
5.14E-06,-1.15E-01
5.14E-06,-1.13E-01
5.14E-06,-1.14E-01
5.14E-06,-1.15E-01
5.14E-06,-1.11E-01
5.14E-06,-1.10E-01
5.14E-06,-1.10E-01
5.14E-06,-1.11E-01
5.15E-06,-1.10E-01
5.15E-06,-1.11E-01
5.15E-06,-1.14E-01
5.15E-06,-1.11E-01
5.15E-06,-1.10E-01
5.15E-06,-1.10E-01
5.15E-06,-1.09E-01
5.15E-06,-1.09E-01
5.15E-06,-1.08E-01
5.15E-06,-1.09E-01
5.16E-06,-1.11E-01
5.16E-06,-1.11E-01
5.16E-06,-1.09E-01
5.16E-06,-1.07E-01
5.16E-06,-1.08E-01
5.16E-06,-1.08E-01
5.16E-06,-1.09E-01
5.16E-06,-1.07E-01
5.16E-06,-1.05E-01
5.16E-06,-1.03E-01
5.17E-06,-1.03E-01
5.17E-06,-1.04E-01
5.17E-06,-1.06E-01
5.17E-06,-1.09E-01
5.17E-06,-1.07E-01
5.17E-06,-1.02E-01
5.17E-06,-1.01E-01
5.17E-06,-1.01E-01
5.17E-06,-1.02E-01
5.17E-06,-1.03E-01
5.18E-06,-1.04E-01
5.18E-06,-1.07E-01
5.18E-06,-1.03E-01
5.18E-06,-9.90E-02
5.18E-06,-1.02E-01
5.18E-06,-1.07E-01
5.18E-06,-1.06E-01
5.18E-06,-1.05E-01
5.18E-06,-1.06E-01
5.18E-06,-1.03E-01
5.19E-06,-1.01E-01
5.19E-06,-1.01E-01
5.19E-06,-1.03E-01
5.19E-06,-1.05E-01
5.19E-06,-1.01E-01
5.19E-06,-1.01E-01
5.19E-06,-1.04E-01
5.19E-06,-1.03E-01
5.19E-06,-1.01E-01
5.19E-06,-1.02E-01
5.20E-06,-1.02E-01
5.20E-06,-1.01E-01
5.20E-06,-1.01E-01
5.20E-06,-1.00E-01
5.20E-06,-1.02E-01
5.20E-06,-1.03E-01
5.20E-06,-1.01E-01
5.20E-06,-1.01E-01
5.20E-06,-1.03E-01
5.20E-06,-1.01E-01
5.21E-06,-1.05E-01
5.21E-06,-1.02E-01
5.21E-06,-1.02E-01
5.21E-06,-1.04E-01
5.21E-06,-1.06E-01
5.21E-06,-1.04E-01
5.21E-06,-1.03E-01
5.21E-06,-1.01E-01
5.21E-06,-1.02E-01
5.21E-06,-1.02E-01
5.22E-06,-1.03E-01
5.22E-06,-1.03E-01
5.22E-06,-1.02E-01
5.22E-06,-1.03E-01
5.22E-06,-1.04E-01
5.22E-06,-1.05E-01
5.22E-06,-1.03E-01
5.22E-06,-1.01E-01
5.22E-06,-1.00E-01
5.22E-06,-1.04E-01
5.23E-06,-1.05E-01
5.23E-06,-1.04E-01
5.23E-06,-1.03E-01
5.23E-06,-1.03E-01
5.23E-06,-1.03E-01
5.23E-06,-1.03E-01
5.23E-06,-1.04E-01
5.23E-06,-1.05E-01
5.23E-06,-1.08E-01
5.23E-06,-1.07E-01
5.24E-06,-1.03E-01
5.24E-06,-1.05E-01
5.24E-06,-1.05E-01
5.24E-06,-1.05E-01
5.24E-06,-1.04E-01
5.24E-06,-1.05E-01
5.24E-06,-1.03E-01
5.24E-06,-1.03E-01
5.24E-06,-1.04E-01
5.24E-06,-1.05E-01
5.25E-06,-1.05E-01
5.25E-06,-1.05E-01
5.25E-06,-1.06E-01
5.25E-06,-1.08E-01
5.25E-06,-1.05E-01
5.25E-06,-1.07E-01
5.25E-06,-1.03E-01
5.25E-06,-1.03E-01
5.25E-06,-1.06E-01
5.25E-06,-1.07E-01
5.26E-06,-1.09E-01
5.26E-06,-1.07E-01
5.26E-06,-1.07E-01
5.26E-06,-1.08E-01
5.26E-06,-1.11E-01
5.26E-06,-1.09E-01
5.26E-06,-1.10E-01
5.26E-06,-1.10E-01
5.26E-06,-1.10E-01
5.26E-06,-1.12E-01
5.27E-06,-1.09E-01
5.27E-06,-1.07E-01
5.27E-06,-1.10E-01
5.27E-06,-1.07E-01
5.27E-06,-1.08E-01
5.27E-06,-1.09E-01
5.27E-06,-1.09E-01
5.27E-06,-1.09E-01
5.27E-06,-1.08E-01
5.27E-06,-1.07E-01
5.28E-06,-1.10E-01
5.28E-06,-1.13E-01
5.28E-06,-1.13E-01
5.28E-06,-1.11E-01
5.28E-06,-1.10E-01
5.28E-06,-1.13E-01
5.28E-06,-1.13E-01
5.28E-06,-1.11E-01
5.28E-06,-1.12E-01
5.28E-06,-1.13E-01
5.29E-06,-1.11E-01
5.29E-06,-1.11E-01
5.29E-06,-1.11E-01
5.29E-06,-1.15E-01
5.29E-06,-1.13E-01
